home,away,won,home_attack,home_defense,away_attack,away_defense
1,3,away,1.0672891578947368,1.5057735789473683,1.1984253157894738,1.5163558421052632
0,0,draw,1.1783174736842106,1.3047205263157895,1.5152186315789473,0.9360153157894737
2,1,home,1.5096341578947368,0.9891915263157894,1.1907273684210526,1.490686842105263
2,1,home,1.0523062105263157,1.606081947368421,1.122705894736842,1.5540895789473683
0,1,away,1.2698478947368421,1.0552244210526316,1.0121371052631578,1.3218402631578947
0,1,away,1.4503567894736842,1.195829,1.5931214210526317,0.9341305263157895
1,1,draw,1.3909650526315789,1.1517526842105263,1.380979947368421,0.9989923684210527
0,1,away,1.212432,1.4026274210526315,1.2216356842105263,1.1410327368421052
0,3,away,1.2757076315789473,1.2277706842105263,1.4090272105263157,1.3660542105263158
1,3,away,1.2216356842105263,1.1410327368421052,1.0672891578947368,1.5057735789473683
1,1,draw,1.057304052631579,1.2302187894736842,1.212432,1.4026274210526315
4,1,home,1.4090272105263157,1.3660542105263158,1.1783174736842106,1.3047205263157895
0,3,away,1.0121371052631578,1.3218402631578947,1.3909650526315789,1.1517526842105263
2,1,home,1.1366892631578946,1.31644,1.5096341578947368,0.9891915263157894
2,1,home,1.5931214210526317,0.9341305263157895,1.2698478947368421,1.0552244210526316
1,0,home,1.5152186315789473,0.9360153157894737,1.4503567894736842,1.195829
1,3,away,1.122705894736842,1.5540895789473683,1.380979947368421,0.9989923684210527
4,2,home,1.1907273684210526,1.490686842105263,1.0523062105263157,1.606081947368421
2,2,draw,1.1984253157894738,1.5163558421052632,1.2757076315789473,1.2277706842105263
2,3,away,1.0121371052631578,1.3218402631578947,1.122705894736842,1.5540895789473683
2,1,home,1.0672891578947368,1.5057735789473683,1.057304052631579,1.2302187894736842
1,0,home,1.5096341578947368,0.9891915263157894,1.5152186315789473,0.9360153157894737
0,2,away,1.0523062105263157,1.606081947368421,1.4090272105263157,1.3660542105263158
3,2,home,1.2698478947368421,1.0552244210526316,1.1984253157894738,1.5163558421052632
1,1,draw,1.4503567894736842,1.195829,1.1907273684210526,1.490686842105263
1,2,away,1.3909650526315789,1.1517526842105263,1.2216356842105263,1.1410327368421052
1,2,away,1.212432,1.4026274210526315,1.1366892631578946,1.31644
3,0,home,1.380979947368421,0.9989923684210527,1.1783174736842106,1.3047205263157895
0,0,draw,1.2757076315789473,1.2277706842105263,1.5931214210526317,0.9341305263157895
1,1,draw,1.057304052631579,1.2302187894736842,1.2698478947368421,1.0552244210526316
1,1,draw,1.4090272105263157,1.3660542105263158,1.0672891578947368,1.5057735789473683
0,0,draw,1.1366892631578946,1.31644,1.2757076315789473,1.2277706842105263
4,1,home,1.1783174736842106,1.3047205263157895,1.212432,1.4026274210526315
1,0,home,1.5931214210526317,0.9341305263157895,1.3909650526315789,1.1517526842105263
1,0,home,1.5152186315789473,0.9360153157894737,1.0523062105263157,1.606081947368421
0,3,away,1.122705894736842,1.5540895789473683,1.5096341578947368,0.9891915263157894
3,2,home,1.380979947368421,0.9989923684210527,1.4503567894736842,1.195829
3,2,home,1.1907273684210526,1.490686842105263,1.0121371052631578,1.3218402631578947
1,1,draw,1.1984253157894738,1.5163558421052632,1.2216356842105263,1.1410327368421052
0,3,away,1.2216356842105263,1.1410327368421052,1.5931214210526317,0.9341305263157895
1,2,away,1.0121371052631578,1.3218402631578947,1.380979947368421,0.9989923684210527
1,3,away,1.0672891578947368,1.5057735789473683,1.212432,1.4026274210526315
4,3,home,1.5096341578947368,0.9891915263157894,1.4090272105263157,1.3660542105263158
1,2,away,1.0523062105263157,1.606081947368421,1.4503567894736842,1.195829
1,1,draw,1.2698478947368421,1.0552244210526316,1.1783174736842106,1.3047205263157895
0,1,away,1.3909650526315789,1.1517526842105263,1.5152186315789473,0.9360153157894737
2,1,home,1.2757076315789473,1.2277706842105263,1.057304052631579,1.2302187894736842
2,2,draw,1.1907273684210526,1.490686842105263,1.122705894736842,1.5540895789473683
2,2,draw,1.1984253157894738,1.5163558421052632,1.1366892631578946,1.31644
1,0,home,1.057304052631579,1.2302187894736842,1.2216356842105263,1.1410327368421052
2,0,home,1.4090272105263157,1.3660542105263158,1.0121371052631578,1.3218402631578947
1,2,away,1.1366892631578946,1.31644,1.2698478947368421,1.0552244210526316
1,1,draw,1.1783174736842106,1.3047205263157895,1.0672891578947368,1.5057735789473683
1,0,home,1.4503567894736842,1.195829,1.5096341578947368,0.9891915263157894
4,3,home,1.5931214210526317,0.9341305263157895,1.1984253157894738,1.5163558421052632
3,0,home,1.5152186315789473,0.9360153157894737,1.1907273684210526,1.490686842105263
2,2,draw,1.122705894736842,1.5540895789473683,1.3909650526315789,1.1517526842105263
0,0,draw,1.212432,1.4026274210526315,1.2757076315789473,1.2277706842105263
3,0,home,1.380979947368421,0.9989923684210527,1.0523062105263157,1.606081947368421
4,2,home,1.2216356842105263,1.1410327368421052,1.122705894736842,1.5540895789473683
1,2,away,1.0121371052631578,1.3218402631578947,1.5152186315789473,0.9360153157894737
1,1,draw,1.0672891578947368,1.5057735789473683,1.0523062105263157,1.606081947368421
1,2,away,1.1366892631578946,1.31644,1.5931214210526317,0.9341305263157895
1,1,draw,1.5096341578947368,0.9891915263157894,1.380979947368421,0.9989923684210527
1,0,home,1.2698478947368421,1.0552244210526316,1.212432,1.4026274210526315
1,0,home,1.3909650526315789,1.1517526842105263,1.4503567894736842,1.195829
1,0,home,1.2757076315789473,1.2277706842105263,1.1783174736842106,1.3047205263157895
0,2,away,1.1907273684210526,1.490686842105263,1.4090272105263157,1.3660542105263158
1,1,draw,1.1984253157894738,1.5163558421052632,1.057304052631579,1.2302187894736842
2,3,away,1.4090272105263157,1.3660542105263158,1.3909650526315789,1.1517526842105263
2,2,draw,1.1783174736842106,1.3047205263157895,1.2216356842105263,1.1410327368421052
1,0,home,1.5096341578947368,0.9891915263157894,1.0121371052631578,1.3218402631578947
1,1,draw,1.0523062105263157,1.606081947368421,1.2757076315789473,1.2277706842105263
1,1,draw,1.4503567894736842,1.195829,1.2698478947368421,1.0552244210526316
5,0,home,1.5931214210526317,0.9341305263157895,1.057304052631579,1.2302187894736842
2,1,home,1.5152186315789473,0.9360153157894737,1.0672891578947368,1.5057735789473683
1,1,draw,1.122705894736842,1.5540895789473683,1.1366892631578946,1.31644
2,1,home,1.212432,1.4026274210526315,1.1984253157894738,1.5163558421052632
2,1,home,1.380979947368421,0.9989923684210527,1.1907273684210526,1.490686842105263
1,0,home,1.2216356842105263,1.1410327368421052,1.0121371052631578,1.3218402631578947
2,3,away,1.057304052631579,1.2302187894736842,1.4090272105263157,1.3660542105263158
0,2,away,1.0672891578947368,1.5057735789473683,1.5096341578947368,0.9891915263157894
0,2,away,1.1366892631578946,1.31644,1.0523062105263157,1.606081947368421
0,0,draw,1.2698478947368421,1.0552244210526316,1.5152186315789473,0.9360153157894737
6,1,home,1.3909650526315789,1.1517526842105263,1.1907273684210526,1.490686842105263
2,1,home,1.5931214210526317,0.9341305263157895,1.122705894736842,1.5540895789473683
2,4,away,1.212432,1.4026274210526315,1.4503567894736842,1.195829
3,1,home,1.2757076315789473,1.2277706842105263,1.380979947368421,0.9989923684210527
0,0,draw,1.1984253157894738,1.5163558421052632,1.1783174736842106,1.3047205263157895
1,0,home,1.4090272105263157,1.3660542105263158,1.212432,1.4026274210526315
1,0,home,1.1783174736842106,1.3047205263157895,1.057304052631579,1.2302187894736842
1,1,draw,1.5096341578947368,0.9891915263157894,1.2757076315789473,1.2277706842105263
0,1,away,1.4503567894736842,1.195829,1.0672891578947368,1.5057735789473683
3,1,home,1.5152186315789473,0.9360153157894737,1.5931214210526317,0.9341305263157895
2,1,home,1.380979947368421,0.9989923684210527,1.2698478947368421,1.0552244210526316
2,0,home,1.1907273684210526,1.490686842105263,1.2216356842105263,1.1410327368421052
1,2,away,1.0121371052631578,1.3218402631578947,1.1366892631578946,1.31644
1,2,away,1.0523062105263157,1.606081947368421,1.3909650526315789,1.1517526842105263
2,3,away,1.122705894736842,1.5540895789473683,1.1984253157894738,1.5163558421052632
0,1,away,1.2216356842105263,1.1410327368421052,1.2757076315789473,1.2277706842105263
0,5,away,1.057304052631579,1.2302187894736842,1.1907273684210526,1.490686842105263
2,1,home,1.0672891578947368,1.5057735789473683,1.380979947368421,0.9989923684210527
2,2,draw,1.1366892631578946,1.31644,1.4090272105263157,1.3660542105263158
0,0,draw,1.1783174736842106,1.3047205263157895,1.4503567894736842,1.195829
6,1,home,1.2698478947368421,1.0552244210526316,1.0523062105263157,1.606081947368421
2,0,home,1.5931214210526317,0.9341305263157895,1.0121371052631578,1.3218402631578947
2,2,draw,1.122705894736842,1.5540895789473683,1.5152186315789473,0.9360153157894737
0,0,draw,1.212432,1.4026274210526315,1.5096341578947368,0.9891915263157894
0,2,away,1.1984253157894738,1.5163558421052632,1.3909650526315789,1.1517526842105263
7,1,home,1.4090272105263157,1.3660542105263158,1.2216356842105263,1.1410327368421052
1,2,away,1.0121371052631578,1.3218402631578947,1.0672891578947368,1.5057735789473683
5,1,home,1.5096341578947368,0.9891915263157894,1.1984253157894738,1.5163558421052632
0,3,away,1.0523062105263157,1.606081947368421,1.1783174736842106,1.3047205263157895
1,2,away,1.4503567894736842,1.195829,1.122705894736842,1.5540895789473683
3,1,home,1.3909650526315789,1.1517526842105263,1.1366892631578946,1.31644
1,0,home,1.5152186315789473,0.9360153157894737,1.057304052631579,1.2302187894736842
1,0,home,1.380979947368421,0.9989923684210527,1.5931214210526317,0.9341305263157895
0,0,draw,1.2757076315789473,1.2277706842105263,1.2698478947368421,1.0552244210526316
1,1,draw,1.1907273684210526,1.490686842105263,1.212432,1.4026274210526315
