home,away,won,home_attack,home_defense,away_attack,away_defense
1,2,away,1.2805543333333333,0.9951347777777778,1.5511844705882354,1.1466923529411766
1,0,home,1.2086726666666667,0.9738694444444445,1.2472576666666666,1.201881888888889
3,1,home,1.0668856666666666,1.518107888888889,1.3119106666666667,1.208939
1,1,draw,1.0985851111111111,1.3812363333333333,1.4979251111111112,0.8731694444444444
0,0,draw,0.9987961111111111,1.5913024444444444,1.1317984705882354,1.1517775294117647
0,1,away,1.4979251111111112,0.8731694444444444,1.3045042222222223,1.0094965555555555
1,2,away,1.147764,1.0639935555555555,1.2086726666666667,0.9738694444444445
0,1,away,0.9728996666666667,1.1151597777777777,1.0985851111111111,1.3812363333333333
1,0,home,1.0808753333333334,1.2083115555555555,0.9987961111111111,1.5913024444444444
3,1,home,1.750715411764706,1.239499411764706,1.6357172941176472,0.8758429411764707
2,2,draw,1.5511844705882354,1.1466923529411766,0.8715902222222223,1.597826888888889
0,0,draw,1.3119106666666667,1.208939,0.9416851111111112,1.228748888888889
1,1,draw,1.4846756666666667,1.2340372222222222,0.7962837777777778,1.6732751111111113
2,0,home,1.2472576666666666,1.201881888888889,1.2805543333333333,0.9951347777777778
3,1,home,1.1317984705882354,1.1517775294117647,1.0668856666666666,1.518107888888889
1,1,draw,1.3045042222222223,1.0094965555555555,1.3119106666666667,1.208939
3,0,home,1.6357172941176472,0.8758429411764707,1.2472576666666666,1.201881888888889
0,3,away,0.8715902222222223,1.597826888888889,1.750715411764706,1.239499411764706
1,1,draw,1.0985851111111111,1.3812363333333333,1.5511844705882354,1.1466923529411766
3,2,home,1.0668856666666666,1.518107888888889,1.4846756666666667,1.2340372222222222
2,2,draw,0.9416851111111112,1.228748888888889,1.4979251111111112,0.8731694444444444
0,0,draw,0.7962837777777778,1.6732751111111113,1.1317984705882354,1.1517775294117647
4,1,home,0.9987961111111111,1.5913024444444444,1.147764,1.0639935555555555
1,0,home,1.2086726666666667,0.9738694444444445,0.9728996666666667,1.1151597777777777
1,0,home,1.2805543333333333,0.9951347777777778,1.0808753333333334,1.2083115555555555
1,1,draw,1.147764,1.0639935555555555,0.9416851111111112,1.228748888888889
3,1,home,1.750715411764706,1.239499411764706,1.0985851111111111,1.3812363333333333
1,1,draw,1.4846756666666667,1.2340372222222222,1.2805543333333333,0.9951347777777778
4,0,home,1.6357172941176472,0.8758429411764707,1.4979251111111112,0.8731694444444444
1,2,away,1.1317984705882354,1.1517775294117647,1.3045042222222223,1.0094965555555555
2,2,draw,1.0808753333333334,1.2083115555555555,0.8715902222222223,1.597826888888889
1,2,away,1.5511844705882354,1.1466923529411766,0.9728996666666667,1.1151597777777777
5,1,home,1.3119106666666667,1.208939,0.7962837777777778,1.6732751111111113
1,0,home,0.9987961111111111,1.5913024444444444,1.2086726666666667,0.9738694444444445
2,1,home,1.2472576666666666,1.201881888888889,1.0668856666666666,1.518107888888889
1,0,home,1.4979251111111112,0.8731694444444444,1.2472576666666666,1.201881888888889
0,1,away,0.8715902222222223,1.597826888888889,0.9416851111111112,1.228748888888889
2,0,home,1.2805543333333333,0.9951347777777778,0.9987961111111111,1.5913024444444444
3,1,home,1.0668856666666666,1.518107888888889,1.147764,1.0639935555555555
3,2,home,0.7962837777777778,1.6732751111111113,1.3045042222222223,1.0094965555555555
0,1,away,1.5511844705882354,1.1466923529411766,1.6357172941176472,0.8758429411764707
0,2,away,1.2086726666666667,0.9738694444444445,1.1317984705882354,1.1517775294117647
1,1,draw,0.9728996666666667,1.1151597777777777,1.0808753333333334,1.2083115555555555
0,1,away,1.0985851111111111,1.3812363333333333,1.3119106666666667,1.208939
1,1,draw,1.750715411764706,1.239499411764706,1.4846756666666667,1.2340372222222222
1,1,draw,1.3045042222222223,1.0094965555555555,1.0808753333333334,1.2083115555555555
1,1,draw,1.1317984705882354,1.1517775294117647,1.0985851111111111,1.3812363333333333
1,2,away,1.147764,1.0639935555555555,1.2805543333333333,0.9951347777777778
1,1,draw,1.2086726666666667,0.9738694444444445,1.5511844705882354,1.1466923529411766
3,2,home,1.3119106666666667,1.208939,1.750715411764706,1.239499411764706
2,1,home,1.4846756666666667,1.2340372222222222,1.4979251111111112,0.8731694444444444
2,1,home,0.9987961111111111,1.5913024444444444,0.8715902222222223,1.597826888888889
0,2,away,1.2472576666666666,1.201881888888889,0.9728996666666667,1.1151597777777777
0,0,draw,0.9416851111111112,1.228748888888889,0.7962837777777778,1.6732751111111113
2,0,home,1.6357172941176472,0.8758429411764707,1.0668856666666666,1.518107888888889
3,0,home,1.4979251111111112,0.8731694444444444,0.9987961111111111,1.5913024444444444
1,2,away,0.8715902222222223,1.597826888888889,1.4846756666666667,1.2340372222222222
0,1,away,1.0808753333333334,1.2083115555555555,1.2472576666666666,1.201881888888889
1,0,home,1.0668856666666666,1.518107888888889,0.9416851111111112,1.228748888888889
1,0,home,0.9728996666666667,1.1151597777777777,1.3045042222222223,1.0094965555555555
1,2,away,1.2805543333333333,0.9951347777777778,1.6357172941176472,0.8758429411764707
3,0,home,1.5511844705882354,1.1466923529411766,1.1317984705882354,1.1517775294117647
0,0,draw,1.3119106666666667,1.208939,1.147764,1.0639935555555555
